Date,Open,High,Low,Close,Adj Close,Volume
2024-02-21,52273.535156,52368.816406,50671.757813,51839.179688,51839.179688,28624907020
2024-02-22,51854.644531,52009.613281,50926.292969,51304.972656,51304.972656,25413900611
2024-02-23,51283.906250,51497.933594,50561.777344,50731.949219,50731.949219,21427078270
2024-02-24,50736.371094,51684.195313,50585.445313,51571.101563,51571.101563,15174077879
2024-02-25,51565.214844,51950.027344,51306.171875,51733.238281,51733.238281,15413239245
2024-02-26,51730.539063,54938.175781,50931.031250,54522.402344,54522.402344,34074411896
2024-02-27,54519.363281,57537.839844,54484.199219,57085.371094,57085.371094,49756832031
2024-02-28,57071.097656,63913.132813,56738.425781,62504.789063,62504.789063,83239156760
2024-02-29,62499.183594,63585.644531,60498.730469,61198.382813,61198.382813,65496611844
2024-03-01,61168.062500,63155.101563,60802.527344,62440.632813,62440.632813,40186368423
2024-03-02,62431.652344,62458.699219,61657.289063,62029.847656,62029.847656,23888473685
2024-03-03,62031.578125,63230.210938,61435.023438,63167.371094,63167.371094,26253811450
2024-03-04,63137.003906,68537.031250,62386.519531,68330.414063,68330.414063,70670471105
2024-03-05,68341.054688,69170.625000,59323.910156,63801.199219,63801.199219,102802940877
2024-03-06,63776.050781,67637.929688,62848.671875,66106.804688,66106.804688,68750229073
2024-03-07,66099.742188,68029.921875,65655.531250,66925.484375,66925.484375,46989543159
2024-03-08,66938.093750,70083.054688,66230.453125,68300.093750,68300.093750,59202881172
2024-03-09,68299.257813,68673.054688,68053.125000,68498.882813,68498.882813,21609650379
2024-03-10,68500.257813,70005.203125,68239.976563,69019.789063,69019.789063,35683977532
2024-03-11,69020.546875,72850.710938,67194.882813,72123.906250,72123.906250,65716656765
2024-03-12,72125.125000,72825.656250,68728.851563,71481.289063,71481.289063,62554434520
2024-03-13,71482.117188,73637.476563,71334.093750,73083.500000,73083.500000,48212536929
2024-03-14,73079.375000,73750.070313,68563.023438,71396.593750,71396.593750,59594605698
2024-03-15,71387.875000,72357.132813,65630.695313,69403.773438,69403.773438,78320453976
2024-03-16,69392.484375,70046.273438,64801.394531,65315.117188,65315.117188,46842198371
2024-03-17,65316.343750,68845.718750,64545.316406,68390.625000,68390.625000,44716864318
2024-03-18,68371.304688,68897.132813,66594.226563,67548.593750,67548.593750,49261579492
2024-03-19,67556.132813,68106.929688,61536.179688,61912.773438,61912.773438,74215844794
2024-03-20,61930.156250,68115.257813,60807.785156,67913.671875,67913.671875,66792634382
2024-03-21,67911.585938,68199.992188,64580.917969,65491.390625,65491.390625,44480350565
2024-03-22,65489.929688,66623.750000,62355.371094,63778.761719,63778.761719,41401116964
2024-03-23,63802.722656,65976.398438,63038.492188,64062.203125,64062.203125,24738964812
